Date,Symbol,DownloadSymbol,Open,High,Low,Close,Adj Close,Volume
2016-07-14,COO,COO,44.97999954223633,45.10749816894531,44.49250030517578,44.7400016784668,44.669639587402344,892400
2016-07-15,COO,COO,44.869998931884766,45.02750015258789,44.380001068115234,44.60499954223633,44.53483963012695,970800
2016-07-18,COO,COO,44.717498779296875,44.88249969482422,44.10499954223633,44.39500045776367,44.32516860961914,920400
2016-07-19,COO,COO,44.525001525878906,44.5525016784668,44.16749954223633,44.28499984741211,44.2153434753418,616000
2016-07-20,COO,COO,44.529998779296875,44.67499923706055,44.33000183105469,44.56999969482422,44.50743103027344,575600
2016-07-21,COO,COO,44.497501373291016,44.8125,43.880001068115234,44.09749984741211,44.03559875488281,802400
2016-07-22,COO,COO,43.97249984741211,44.494998931884766,43.83000183105469,44.38999938964844,44.32768630981445,888400
2016-07-25,COO,COO,44.45000076293945,44.45000076293945,43.869998931884766,44.005001068115234,43.943233489990234,1078800
2016-07-26,COO,COO,44.025001525878906,44.810001373291016,43.897499084472656,44.782501220703125,44.719642639160156,1097600
2016-07-27,COO,COO,44.73500061035156,45.0,44.52000045776367,44.837501525878906,44.774566650390625,992000
2016-07-28,COO,COO,44.88750076293945,45.397499084472656,44.837501525878906,45.23500061035156,45.1715087890625,809200
2016-07-29,COO,COO,45.26250076293945,45.872501373291016,45.26250076293945,45.61750030517578,45.553466796875,1151200
2016-08-01,COO,COO,45.599998474121094,45.75,45.349998474121094,45.65250015258789,45.588417053222656,1088800
2016-08-02,COO,COO,45.682498931884766,45.814998626708984,45.38249969482422,45.49250030517578,45.428646087646484,798000
2016-08-03,COO,COO,45.442501068115234,45.467498779296875,45.10749816894531,45.32500076293945,45.26137924194336,968400
2016-08-04,COO,COO,45.4275016784668,45.662498474121094,45.03499984741211,45.442501068115234,45.378719329833984,435200
2016-08-05,COO,COO,45.622501373291016,45.96500015258789,45.31999969482422,45.717498779296875,45.6533317565918,624800
2016-08-08,COO,COO,45.60499954223633,45.68000030517578,45.19499969482422,45.3224983215332,45.25887680053711,468800
