Date,Symbol,DownloadSymbol,Open,High,Low,Close,Adj Close,Volume
2016-07-14,MMM,MMM,150.62709045410156,151.6053466796875,150.40133666992188,151.25418090820312,108.74557495117188,2277543
2016-07-15,MMM,MMM,151.755859375,152.04013061523438,150.9698944091797,151.6722412109375,109.04611206054688,2960339
2016-07-18,MMM,MMM,151.7056884765625,151.92308044433594,151.12876892089844,151.4297637939453,108.87177276611328,1464382
2016-07-19,MMM,MMM,151.4297637939453,151.8812713623047,150.744140625,151.53846740722656,108.94994354248047,1257355
2016-07-20,MMM,MMM,151.9481658935547,152.39967346191406,151.6053466796875,151.68896484375,109.05815124511719,1690307
2016-07-21,MMM,MMM,151.58026123046875,151.80601501464844,150.25083923339844,150.7190704345703,108.3608169555664,2237477
2016-07-22,MMM,MMM,150.85284423828125,150.94480895996094,149.966552734375,150.86956787109375,108.46902465820312,1441898
2016-07-25,MMM,MMM,150.6688995361328,150.85284423828125,149.59866333007812,150.1923065185547,107.98210906982422,2316652
2016-07-26,MMM,MMM,148.1354522705078,149.65719604492188,147.2742462158203,148.54515075683594,106.79788208007812,4092234
2016-07-27,MMM,MMM,148.33612060546875,149.61538696289062,148.33612060546875,149.05519104003906,107.16458129882812,2822201
2016-07-28,MMM,MMM,148.5367889404297,149.1387939453125,148.01840209960938,148.81271362304688,106.9902572631836,2152202
2016-07-29,MMM,MMM,148.92140197753906,149.51504516601562,148.51170349121094,149.13043212890625,107.21865844726562,1939792
2016-08-01,MMM,MMM,148.06019592285156,149.2809295654297,148.06019592285156,149.0718994140625,107.17658233642578,1911686
2016-08-02,MMM,MMM,149.3143768310547,149.3478240966797,148.19398498535156,149.13043212890625,107.21865844726562,2529660
2016-08-03,MMM,MMM,149.4314422607422,149.7742462158203,148.80435180664062,149.14715576171875,107.23069763183594,1697483
2016-08-04,MMM,MMM,149.63211059570312,150.0167236328125,148.52842712402344,148.67056274414062,106.88805389404297,1281873
2016-08-05,MMM,MMM,149.03846740722656,149.67391967773438,148.30267333984375,149.30601501464844,107.34488677978516,2152202
2016-08-08,MMM,MMM,149.58193969726562,149.68228149414062,149.05519104003906,149.3143768310547,107.35090637207031,1587929
2016-08-09,MMM,MMM,149.1387939453125,149.58193969726562,148.77926635742188,149.155517578125,107.2366943359375,1314284
2016-08-10,MMM,MMM,148.9297637939453,149.54013061523438,148.70401000976562,149.51504516601562,107.49519348144531,1466655
2016-08-11,MMM,MMM,149.73243713378906,151.42140197753906,149.56521606445312,151.33779907226562,108.8056640625,2443906
2016-08-12,MMM,MMM,151.73077392578125,151.73077392578125,150.41806030273438,150.72743225097656,108.36683654785156,1474548
2016-08-15,MMM,MMM,151.33779907226562,151.66387939453125,150.88629150390625,150.9698944091797,108.54116821289062,1516767
2016-08-16,MMM,MMM,150.6020050048828,150.777587890625,149.8411407470703,149.8745880126953,107.75369262695312,1630866
2016-08-17,MMM,MMM,149.38963317871094,150.57691955566406,149.09698486328125,150.39297485351562,108.80012512207031,1624766
2016-08-18,MMM,MMM,150.25083923339844,150.25083923339844,149.3143768310547,149.81605529785156,108.38277435302734,1301128
2016-08-19,MMM,MMM,149.3812713623047,150.31771850585938,148.8963165283203,150.1755828857422,108.64282989501953,1561139
2016-08-22,MMM,MMM,149.81605529785156,150.1588592529297,149.1387939453125,149.7240753173828,108.31620788574219,1598334
2016-08-23,MMM,MMM,150.1755828857422,150.9531707763672,149.89967346191406,150.3093719482422,108.73967742919922,1430177
2016-08-24,MMM,MMM,150.00836181640625,150.46823120117188,149.67391967773438,150.00836181640625,108.5218505859375,1359972
2016-08-25,MMM,MMM,149.7407989501953,150.76922607421875,149.7073516845703,150.15049743652344,108.62471771240234,1004999
2016-08-26,MMM,MMM,150.66053771972656,151.5468292236328,149.59866333007812,150.00836181640625,108.5218505859375,1584341
2016-08-29,MMM,MMM,150.38461303710938,151.0869598388672,149.89967346191406,150.91973876953125,109.18121337890625,1257953
2016-08-30,MMM,MMM,151.1036834716797,151.35450744628906,150.1588592529297,150.62709045410156,108.969482421875,1243601
2016-08-31,MMM,MMM,150.07525634765625,150.3093719482422,149.3143768310547,149.86622619628906,108.41905975341797,1956656
2016-09-01,MMM,MMM,149.92474365234375,150.64381408691406,149.49832153320312,150.48495483398438,108.86664581298828,1309979
2016-09-02,MMM,MMM,150.94480895996094,151.74749755859375,150.57691955566406,151.17892456054688,109.36871337890625,1577524
2016-09-06,MMM,MMM,150.9698944091797,151.5718994140625,150.40133666992188,150.88629150390625,109.15699768066406,1588408
2016-09-07,MMM,MMM,150.5351104736328,150.9531707763672,150.11705017089844,150.2926483154297,108.7275390625,1355307
2016-09-08,MMM,MMM,149.8244171142578,150.67726135253906,149.61538696289062,150.5852813720703,108.9392318725586,1703104
2016-09-09,MMM,MMM,149.57357788085938,149.66555786132812,146.85618591308594,146.85618591308594,106.24147033691406,2491627
2016-09-12,MMM,MMM,146.32107543945312,149.16387939453125,146.06187438964844,148.9130401611328,107.72948455810547,2288307
2016-09-13,MMM,MMM,147.85116577148438,148.49497985839844,147.11538696289062,147.21571350097656,106.50157928466797,2230062
2016-09-14,MMM,MMM,147.12374877929688,148.28594970703125,146.48829650878906,146.83946228027344,106.22937774658203,2230301
2016-09-15,MMM,MMM,146.76422119140625,147.99331665039062,146.6220703125,147.65049743652344,106.81610107421875,1989905
2016-09-16,MMM,MMM,147.05685424804688,147.11538696289062,145.81103515625,146.37123107910156,105.890625,4017125
2016-09-19,MMM,MMM,147.19898986816406,148.78762817382812,147.19898986816406,147.7592010498047,106.89474487304688,2098860
2016-09-20,MMM,MMM,148.5869598388672,149.24749755859375,148.26922607421875,148.49497985839844,107.42703247070312,1911926
2016-09-21,MMM,MMM,148.72909545898438,150.33444213867188,148.411376953125,150.1588592529297,108.63077545166016,2104960
2016-09-22,MMM,MMM,150.35952758789062,151.88963317871094,150.2090301513672,150.37625122070312,108.78805541992188,2211404
2016-09-23,MMM,MMM,150.0,150.25083923339844,148.1521759033203,148.31939697265625,107.30001831054688,2285556
2016-09-26,MMM,MMM,147.86788940429688,147.91806030273438,146.98995971679688,147.11538696289062,106.42900085449219,2177916
2016-09-27,MMM,MMM,146.8311004638672,148.01840209960938,146.80601501464844,147.40802001953125,106.64070892333984,2910586
2016-09-28,MMM,MMM,147.8093719482422,148.81271362304688,147.73411560058594,148.4866180419922,107.4209976196289,2026024
2016-09-29,MMM,MMM,148.3946533203125,148.5200653076172,146.21237182617188,146.63043212890625,106.07816314697266,2216906
2016-09-30,MMM,MMM,147.6421356201172,148.1187286376953,147.23243713378906,147.34950256347656,106.59835815429688,2893602
2016-10-03,MMM,MMM,146.59698486328125,147.11538696289062,145.81939697265625,146.35450744628906,105.8785400390625,2135578
