ML_Model,FeatureSet,Horizon_Days,Validation_RMSE,Test_RMSE
SVR,Advanced,1,4.104224948055831,5.0052115054978445
SVR,Advanced,3,7.991466558392957,9.243918729375975
SVR,Advanced,5,10.729166198756817,12.214508371288385
SVR,Basic,1,10.140315741545502,10.436710238462155
SVR,Basic,3,17.498684365405254,18.45396422473483
SVR,Basic,5,20.57042189256363,22.079202583645685
