ML_Model,FeatureSet,Horizon_Days,Symbol,Baseline_RMSE,News_RMSE,News_Answers_RMSE
Elastic Net,Advanced,5,T,11.19133811234968,11.235821315899814,11.231280826156862
Elastic Net,Advanced,5,TGT,11.342530590142996,11.653729344579446,11.657201580307227
Elastic Net,Advanced,5,TPR,210.5914998386071,210.44780925858458,210.33986074371464
Elastic Net,Advanced,5,TSLA,187.98290076902708,188.0160569062117,187.6229262746852
Elastic Net,Advanced,5,TTWO,27.803189279978163,27.966654346367118,27.996756134715174
Elastic Net,Advanced,5,V,98.69691481695362,98.17715104022356,97.34923390645106
Elastic Net,Advanced,5,VMC,52.18626075072269,51.357127126410255,51.19892567373577
Elastic Net,Advanced,5,VST,23.471238364805334,23.56164205195336,23.715179684799708
Elastic Net,Advanced,5,VTR,38.01810560060156,37.491932158347474,37.45343800946251
Elastic Net,Advanced,5,WBD,14.250754434762944,14.263595960817431,14.314177092133576
Elastic Net,Advanced,5,WDAY,191.50020092699887,191.42316665723456,191.21934103347888
Elastic Net,Advanced,5,WDC,457.45843984137406,456.0961624459206,455.24100345802225
Elastic Net,Advanced,5,WEC,12.716580062622198,12.769334555536025,12.721386551685287
Elastic Net,Advanced,5,WELL,143.08550201741474,142.6256378116845,142.6921529949626
Elastic Net,Advanced,5,WFC,2.44318268973448,2.3895097481194227,2.394784132584292
Elastic Net,Advanced,5,WMB,3.519755345797137,3.7541167035302787,3.8709830535220657
Elastic Net,Advanced,5,WMT,13.179292252128104,13.224355204151808,13.191775129541043
Elastic Net,Advanced,5,WY,3.1032533623100242,3.076329091935426,3.055820159599423
Elastic Net,Advanced,5,XEL,14.946390287433244,14.966023942612894,14.89395098554966
Elastic Net,Advanced,5,XYL,4.430431782404643,4.413752708243456,4.353255160234775
Elastic Net,Basic,1,AAPL,5.958019264561581,6.010285918121636,5.864124365680472
Elastic Net,Basic,1,ABNB,6.696299548775568,6.685308666028764,6.668617402634168
Elastic Net,Basic,1,ACN,4.953556618226053,4.946611366805933,4.978070501607084
Elastic Net,Basic,1,ADBE,8.176231219387528,8.041476767293979,8.009951104616857
Elastic Net,Basic,1,AEP,1.4566641197900025,1.4570695281017703,1.4505992541924955
Elastic Net,Basic,1,AES,0.021474861779723974,0.021736164731109522,0.023205367228590495
Elastic Net,Basic,1,AFL,1.7628907166072032,1.8092527744568616,1.8315658323959512
Elastic Net,Basic,1,AIG,0.9345189133899265,0.9539847767366476,0.9588225695581684
Elastic Net,Basic,1,AMZN,8.133786548648494,8.178933349947917,8.20750139441138
Elastic Net,Basic,1,AOS,1.2220958622385971,1.2384129162069697,1.238612484498492
Elastic Net,Basic,1,APA,1.0496903589507882,1.0513304815685283,1.0480998780270026
Elastic Net,Basic,1,APD,3.8106665314124863,3.937156272106455,4.045039432737496
Elastic Net,Basic,1,APO,3.233011450518825,3.2742359824352545,3.298663747109358
Elastic Net,Basic,1,AXP,4.903849763868023,4.808739679671225,4.974969346019255
Elastic Net,Basic,1,BA,4.915980931289175,4.952220802833964,4.988399254729324
Elastic Net,Basic,1,BKNG,5.493507786268026,5.521514666300935,5.581440271296839
Elastic Net,Basic,1,BKR,1.0560220175145285,1.0738666945944,1.0885935108035114
Elastic Net,Basic,1,BR,3.8170800322895064,3.7488396512135194,3.739395244410142
Elastic Net,Basic,1,CARR,1.5255052146197072,1.5332167937923227,1.5433516451879419
Elastic Net,Basic,1,CASY,24.578195842346037,25.52735508700878,25.831342306194028
Elastic Net,Basic,1,CAT,21.688487456543566,21.52244715941983,21.515138960135225
Elastic Net,Basic,1,CBRE,2.985739568368598,3.0681483960278144,3.093042998015727
Elastic Net,Basic,1,CEG,5.6460490526743445,5.538495679387535,5.572447995790369
Elastic Net,Basic,1,CHRW,6.978701534665747,6.898586876773177,6.902098466092185
Elastic Net,Basic,1,CI,6.714009717869778,6.54757083004094,6.620731969514393
Elastic Net,Basic,1,CL,1.2759655312664009,1.3116456493845072,1.3350109383493158
Elastic Net,Basic,1,COO,1.1472407914514666,1.1365319133607414,1.1356675009799615
Elastic Net,Basic,1,COP,2.09189291538948,2.129870095793735,2.13076393795621
Elastic Net,Basic,1,COST,11.09184826817543,11.1113246241833,11.171479838427118
Elastic Net,Basic,1,CSCO,2.58380312224222,2.6220353855558423,2.6350496842382247
Elastic Net,Basic,1,CSGP,1.0161598703629677,1.0247786618452241,1.0248700827996104
Elastic Net,Basic,1,CTAS,3.726808802597381,3.778654521869865,3.7738619680971546
Elastic Net,Basic,1,CTSH,1.6356608711668659,1.6420687065023067,1.6497247133395212
Elastic Net,Basic,1,CTVA,2.6294552401272564,2.7371125003802366,2.736261770174777
Elastic Net,Basic,1,CVS,1.8240886923276314,1.830387920965867,1.820494858693919
Elastic Net,Basic,1,CVX,3.078457668170454,3.115724017491546,3.087403309216583
Elastic Net,Basic,1,D,1.1622403011769973,1.2343842032190449,1.2530567834924224
Elastic Net,Basic,1,DASH,5.660262393247119,5.685934471468488,5.805705701728854
Elastic Net,Basic,1,DG,2.6719144156974606,2.628781460550213,2.6317997889199187
Elastic Net,Basic,1,DHR,5.637945859353111,5.6099785771258395,5.604491273660921
Elastic Net,Basic,1,DIS,1.8991310743385394,1.858166486957979,1.85143767302582
Elastic Net,Basic,1,DVA,7.72662436594583,7.69789593972189,7.662789169680628
Elastic Net,Basic,1,DVN,0.9707747313662304,0.9652295179071397,0.9644890946152727
Elastic Net,Basic,1,DXCM,2.467575704210668,2.4731285382580177,2.4769730736345297
Elastic Net,Basic,1,EA,0.600884561158564,0.8446242324818153,0.9979501057272522
Elastic Net,Basic,1,ED,1.2811871993102182,1.347137922106564,1.370441729599689
Elastic Net,Basic,1,EOG,3.1616437988817205,3.177241638060367,3.1840667969992085
Elastic Net,Basic,1,EW,1.7495496982978682,1.7988514021053936,1.816652560956843
Elastic Net,Basic,1,EXE,3.1164686998667754,3.146167317951672,3.165828803292027
Elastic Net,Basic,1,FANG,4.369432683262404,4.357452198780827,4.340678821714086
Elastic Net,Basic,1,GEHC,1.9986905539862114,2.013075652714034,2.0090248579923644
Elastic Net,Basic,1,GILD,2.5445083473920795,2.535661250877331,2.5399075221998015
Elastic Net,Basic,1,GIS,0.8000924412894328,0.7943727327434192,0.7941263172003225
Elastic Net,Basic,1,GOOGL,8.887768282030011,8.856280660170732,8.916293700676867
Elastic Net,Basic,1,GS,22.407361557470107,22.172749406542962,22.243756449694555
Elastic Net,Basic,1,HPE,1.6566052888083234,1.6676901713196737,1.6922449259545218
Elastic Net,Basic,1,IFF,2.168723150783722,2.214715089489464,2.207833287618799
Elastic Net,Basic,1,IP,1.2132202381396069,1.1975166451318042,1.1913911347407835
Elastic Net,Basic,1,IRM,2.4605925351010964,2.510723757946503,2.512424771953605
Elastic Net,Basic,1,JPM,4.011579665357305,4.523128800139376,4.73519097805551
Elastic Net,Basic,1,KIM,0.2698652943506677,0.2590821895007063,0.25814784807908775
Elastic Net,Basic,1,KO,1.3193508700003767,1.3559015646614885,1.3679134068821885
Elastic Net,Basic,1,LNT,1.0208498775825006,1.038185825087736,1.0432039330796476
Elastic Net,Basic,1,LYB,1.483770634502932,1.482230824543723,1.4641048635912237
Elastic Net,Basic,1,MAA,1.7132603681191036,1.7004813090890574,1.7117120671553079
Elastic Net,Basic,1,META,14.860792310248907,14.649037303109862,14.583310753343968
Elastic Net,Basic,1,MLM,11.140856076852826,10.790923351865699,10.792782098551934
Elastic Net,Basic,1,MMM,3.002191991811733,3.1562403517170154,3.2070168131735186
Elastic Net,Basic,1,MOS,0.5193976833205716,0.5276536348654142,0.5347899768821586
Elastic Net,Basic,1,NFLX,1.7245755890041792,1.7257655536947585,1.7246379050245269
